task_id,concept,parameter,trial,hint_concept,hint_param,hint_confidence,hint_concept_correct,hint_param_correct,cross_predicted,cross_gt,cross_correct,within_predicted,within_gt,within_correct,extrap_correct,extrap_confidence,all_correct,elapsed_s
Resize_0.5XY_4,Resize,0.5XY,4,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1482.01
Resize_0.5XY_5,Resize,0.5XY,5,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,1.0,False,1488.54
Resize_0.5XY_6,Resize,0.5XY,6,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1495.97
Resize_0.5XY_7,Resize,0.5XY,7,Resize,0.5XY,1.0,True,True,Color of objects,Size of objects,False,0.5XY,0.5XY,True,True,0.67,False,1498.79
Resize_0.5XY_8,Resize,0.5XY,8,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1506.53
Resize_0.5XY_9,Resize,0.5XY,9,Resize,0.5XY,1.0,True,True,Orientation of objects,Size of objects,False,0.5XY,0.5XY,True,True,1.0,False,1514.73
Resize_0.5XY_10,Resize,0.5XY,10,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1518.55
Resize_0.5XY_12,Resize,0.5XY,12,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1532.33
Resize_0.5XY_11,Resize,0.5XY,11,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1533.72
Resize_0.5XY_13,Resize,0.5XY,13,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,1.0,False,1543.56
Resize_0.5XY_14,Resize,0.5XY,14,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,1.0,False,1549.88
Resize_0.5XY_15,Resize,0.5XY,15,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1556.98
Resize_0.5XY_16,Resize,0.5XY,16,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,1.0,False,1563.27
Resize_0.5XY_17,Resize,0.5XY,17,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1567.4
Resize_0.5XY_18,Resize,0.5XY,18,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,1577.87
Resize_0.5XY_19,Resize,0.5XY,19,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,1583.72
Resize_0.5XY_20,Resize,0.5XY,20,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1587.44
Resize_0.5XY_21,Resize,0.5XY,21,Resize,0.5XY,1.0,True,True,Color of objects,Size of objects,False,0.5XY,0.5XY,True,False,0.67,False,1592.74
Resize_0.5XY_22,Resize,0.5XY,22,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1598.67
Resize_0.5XY_23,Resize,0.5XY,23,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1605.95
Resize_0.5XY_25,Resize,0.5XY,25,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1626.82
Resize_0.5XY_26,Resize,0.5XY,26,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1635.94
Resize_0.5XY_27,Resize,0.5XY,27,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1648.14
Resize_0.5XY_24,Resize,0.5XY,24,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,1654.1
Resize_0.5XY_28,Resize,0.5XY,28,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1660.3
Resize_0.5XY_29,Resize,0.5XY,29,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1665.0
Resize_0.5XY_30,Resize,0.5XY,30,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1671.42
Resize_0.5XY_31,Resize,0.5XY,31,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1678.72
Resize_0.5XY_32,Resize,0.5XY,32,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1689.86
Resize_0.5XY_33,Resize,0.5XY,33,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1698.29
Resize_0.5XY_35,Resize,0.5XY,35,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1701.97
Resize_0.5XY_34,Resize,0.5XY,34,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1711.09
Resize_0.5XY_36,Resize,0.5XY,36,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,1720.92
Resize_0.5XY_37,Resize,0.5XY,37,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1729.26
Resize_0.5XY_38,Resize,0.5XY,38,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1736.0
Resize_0.5XY_39,Resize,0.5XY,39,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,1.0,False,1745.4
Resize_0.5XY_40,Resize,0.5XY,40,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1750.75
Resize_0.5XY_41,Resize,0.5XY,41,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,1755.33
Resize_0.5XY_42,Resize,0.5XY,42,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1760.85
Resize_0.5XY_43,Resize,0.5XY,43,Resize,0.5XY,1.0,True,True,Orientation of objects,Size of objects,False,0.5XY,0.5XY,True,False,0.67,False,1766.51
Resize_0.5XY_44,Resize,0.5XY,44,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,1775.49
Resize_0.5XY_45,Resize,0.5XY,45,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1779.42
Resize_0.5XY_46,Resize,0.5XY,46,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,1788.5
Resize_0.5XY_47,Resize,0.5XY,47,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,0.67,True,1794.58
Resize_0.5XY_48,Resize,0.5XY,48,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,True,1.0,True,1801.38
Resize_0.5XY_49,Resize,0.5XY,49,Resize,0.5XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,0.5XY,True,False,0.67,False,1808.8
Resize_2XY_0,Resize,2XY,0,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,False,0.67,False,1816.87
Resize_2XY_1,Resize,2XY,1,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,1.0,False,1827.05
Resize_2XY_2,Resize,2XY,2,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,1.0,True,1831.46
Resize_2XY_3,Resize,2XY,3,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1843.36
Resize_2XY_4,Resize,2XY,4,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1844.54
Resize_2XY_5,Resize,2XY,5,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,1.0,False,1847.95
Resize_2XY_7,Resize,2XY,7,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,1.0,False,1851.75
Resize_2XY_6,Resize,2XY,6,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,0.67,False,1856.59
Resize_2XY_8,Resize,2XY,8,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,False,1.0,False,1860.89
Resize_2XY_9,Resize,2XY,9,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,0.67,False,1865.42
Resize_2XY_10,Resize,2XY,10,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,False,1.0,False,1869.44
Resize_2XY_11,Resize,2XY,11,Resize,2XY,1.0,True,True,Orientation of objects,Size of objects,False,2XY,2XY,True,False,0.67,False,1873.27
Resize_2XY_12,Resize,2XY,12,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,False,0.67,False,1874.71
Resize_2XY_13,Resize,2XY,13,Resize,2XY,1.0,True,True,Orientation of objects,Size of objects,False,2XY,2XY,True,False,0.67,False,1878.6
Resize_2XY_14,Resize,2XY,14,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1881.94
Resize_2XY_15,Resize,2XY,15,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,False,0.67,False,1884.69
Resize_2XY_16,Resize,2XY,16,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1889.65
Resize_2XY_17,Resize,2XY,17,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1894.39
Resize_2XY_18,Resize,2XY,18,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,1.0,True,1900.13
Resize_2XY_19,Resize,2XY,19,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,1.0,False,1905.87
Resize_2XY_20,Resize,2XY,20,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,0.67,False,1914.56
Resize_2XY_21,Resize,2XY,21,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,False,0.67,False,1916.47
Resize_2XY_22,Resize,2XY,22,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,1.0,True,1919.45
Resize_2XY_23,Resize,2XY,23,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,0.67,False,1924.32
Resize_2XY_24,Resize,2XY,24,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1927.65
Resize_2XY_25,Resize,2XY,25,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1935.19
Resize_2XY_26,Resize,2XY,26,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,0.67,False,1936.34
Resize_2XY_27,Resize,2XY,27,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,0.67,False,1941.59
Resize_2XY_28,Resize,2XY,28,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1945.62
Resize_2XY_29,Resize,2XY,29,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,1.0,True,1947.22
Resize_2XY_31,Resize,2XY,31,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,False,0.67,False,1951.18
Resize_2XY_32,Resize,2XY,32,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,0.67,False,1956.0
Resize_2XY_33,Resize,2XY,33,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,False,0.67,False,1959.7
Resize_2XY_30,Resize,2XY,30,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1960.97
Resize_2XY_34,Resize,2XY,34,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,False,0.67,False,1963.83
Resize_2XY_35,Resize,2XY,35,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1969.21
Resize_2XY_36,Resize,2XY,36,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1973.8
Resize_2XY_37,Resize,2XY,37,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,False,0.67,False,1977.58
Resize_2XY_38,Resize,2XY,38,Resize,2XY,1.0,True,True,Orientation of objects,Size of objects,False,2XY,2XY,True,True,0.67,False,1980.93
Resize_2XY_39,Resize,2XY,39,Resize,2XY,1.0,True,True,Orientation of objects,Size of objects,False,2XY,2XY,True,False,0.67,False,1984.81
Resize_2XY_40,Resize,2XY,40,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,1987.2
Resize_2XY_41,Resize,2XY,41,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,1.0,False,1991.98
Resize_2XY_42,Resize,2XY,42,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,False,0.67,False,1994.87
Resize_2XY_43,Resize,2XY,43,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,False,0.67,False,1996.67
Resize_2XY_44,Resize,2XY,44,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,True,0.67,False,2001.81
Resize_2XY_45,Resize,2XY,45,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,False,0.67,False,2006.1
Resize_2XY_46,Resize,2XY,46,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,True,0.67,True,2007.36
Resize_2XY_47,Resize,2XY,47,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,False,0.67,False,2011.63
Resize_2XY_48,Resize,2XY,48,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,0.5XY,2XY,False,False,1.0,False,2013.25
Resize_2XY_49,Resize,2XY,49,Resize,2XY,1.0,True,True,Size of objects,Size of objects,True,2XY,2XY,True,False,0.67,False,2016.92
Colour_Red_0,Colour,Red,0,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2021.72
Colour_Red_1,Colour,Red,1,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2024.57
Colour_Red_2,Colour,Red,2,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Green,Red,False,False,0.67,False,2030.1
Colour_Red_3,Colour,Red,3,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2032.53
Colour_Red_4,Colour,Red,4,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Blue,Red,False,True,1.0,False,2034.61
Colour_Red_5,Colour,Red,5,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2038.27
Colour_Red_6,Colour,Red,6,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2043.73
Colour_Red_7,Colour,Red,7,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2048.01
Colour_Red_8,Colour,Red,8,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2052.35
Colour_Red_9,Colour,Red,9,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2053.57
Colour_Red_10,Colour,Red,10,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2056.15
Colour_Red_11,Colour,Red,11,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,False,0.67,False,2061.43
Colour_Red_12,Colour,Red,12,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2067.33
Colour_Red_13,Colour,Red,13,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2069.95
Colour_Red_14,Colour,Red,14,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,False,0.67,False,2078.98
Colour_Red_15,Colour,Red,15,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2080.31
Colour_Red_16,Colour,Red,16,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2084.72
Colour_Red_17,Colour,Red,17,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2088.1
Colour_Red_18,Colour,Red,18,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2089.52
Colour_Red_19,Colour,Red,19,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2094.58
Colour_Red_20,Colour,Red,20,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Green,Red,False,True,1.0,False,2097.33
Colour_Red_22,Colour,Red,22,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Green,Red,False,False,1.0,False,2104.63
Colour_Red_21,Colour,Red,21,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Green,Red,False,True,0.67,False,2106.5
Colour_Red_23,Colour,Red,23,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2112.49
Colour_Red_24,Colour,Red,24,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Blue,Red,False,True,1.0,False,2120.13
Colour_Red_25,Colour,Red,25,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2122.46
Colour_Red_26,Colour,Red,26,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2129.93
Colour_Red_27,Colour,Red,27,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2132.97
Colour_Red_28,Colour,Red,28,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2137.73
Colour_Red_29,Colour,Red,29,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2141.67
Colour_Red_30,Colour,Red,30,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2143.22
Colour_Red_31,Colour,Red,31,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2145.74
Colour_Red_32,Colour,Red,32,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2151.03
Colour_Red_33,Colour,Red,33,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,False,0.67,False,2153.27
Colour_Red_34,Colour,Red,34,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2159.39
Colour_Red_35,Colour,Red,35,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2161.48
Colour_Red_36,Colour,Red,36,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2165.01
Colour_Red_37,Colour,Red,37,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2172.8
Colour_Red_38,Colour,Red,38,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2176.76
Colour_Red_39,Colour,Red,39,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2177.21
Colour_Red_40,Colour,Red,40,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.67,True,2180.85
Colour_Red_41,Colour,Red,41,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2184.53
Colour_Red_42,Colour,Red,42,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2187.66
Colour_Red_43,Colour,Red,43,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,0.5,True,2190.02
Colour_Red_44,Colour,Red,44,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2195.07
Colour_Red_45,Colour,Red,45,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,False,0.67,False,2197.98
Colour_Red_46,Colour,Red,46,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2202.17
Colour_Red_47,Colour,Red,47,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2206.38
Colour_Red_48,Colour,Red,48,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Green,Red,False,True,0.67,False,2209.54
Colour_Red_49,Colour,Red,49,Colour,Red,1.0,True,True,Color of objects,Color of objects,True,Red,Red,True,True,1.0,True,2213.85
Colour_Green_0,Colour,Green,0,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2218.57
Colour_Green_1,Colour,Green,1,Colour,Green,1.0,True,True,Number of objects,Color of objects,False,Green,Green,True,True,1.0,False,2223.61
Colour_Green_2,Colour,Green,2,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2231.66
Colour_Green_3,Colour,Green,3,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2236.26
Colour_Green_4,Colour,Green,4,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2241.09
Colour_Green_5,Colour,Green,5,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2244.99
Colour_Green_6,Colour,Green,6,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2246.85
Colour_Green_7,Colour,Green,7,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,False,1.0,False,2250.68
Colour_Green_9,Colour,Green,9,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2258.38
Colour_Green_11,Colour,Green,11,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2262.19
Colour_Green_12,Colour,Green,12,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2264.85
Colour_Green_8,Colour,Green,8,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2268.29
Colour_Green_13,Colour,Green,13,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2271.02
Colour_Green_14,Colour,Green,14,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,False,1.0,False,2275.09
Colour_Green_15,Colour,Green,15,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2277.9
Colour_Green_16,Colour,Green,16,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Red,Green,False,True,1.0,False,2283.85
Colour_Green_10,Colour,Green,10,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2284.15
Colour_Green_17,Colour,Green,17,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2288.57
Colour_Green_18,Colour,Green,18,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2291.8
Colour_Green_19,Colour,Green,19,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2297.3
Colour_Green_21,Colour,Green,21,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,False,0.67,False,2301.07
Colour_Green_22,Colour,Green,22,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Red,Green,False,True,1.0,False,2307.49
Colour_Green_20,Colour,Green,20,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2311.81
Colour_Green_24,Colour,Green,24,Colour,Green,1.0,True,True,Size of objects,Color of objects,False,Green,Green,True,True,1.0,False,2313.18
Colour_Green_25,Colour,Green,25,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2314.84
Colour_Green_23,Colour,Green,23,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Blue,Green,False,True,1.0,False,2321.57
Colour_Green_26,Colour,Green,26,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2326.3
Colour_Green_27,Colour,Green,27,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2329.36
Colour_Green_28,Colour,Green,28,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Red,Green,False,True,1.0,False,2333.14
Colour_Green_29,Colour,Green,29,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2336.15
Colour_Green_30,Colour,Green,30,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2345.18
Colour_Green_31,Colour,Green,31,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2347.69
Colour_Green_32,Colour,Green,32,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,False,0.67,False,2349.36
Colour_Green_33,Colour,Green,33,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2353.32
Colour_Green_34,Colour,Green,34,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,False,0.67,False,2354.58
Colour_Green_36,Colour,Green,36,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2360.04
Colour_Green_35,Colour,Green,35,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2361.45
Colour_Green_37,Colour,Green,37,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2367.55
Colour_Green_38,Colour,Green,38,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2369.77
Colour_Green_39,Colour,Green,39,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Blue,Green,False,True,0.67,False,2375.01
Colour_Green_40,Colour,Green,40,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2378.04
Colour_Green_41,Colour,Green,41,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2381.9
Colour_Green_42,Colour,Green,42,Colour,Green,1.0,True,True,Color of objects,Color of objects,True,Green,Green,True,True,1.0,True,2385.4
